Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Senior Data Scientist,$45K - $84K (Glassdoor est.),"Leading the future of luxury mobility

Lucid’s mission is to inspire the adoption of sustainable energy by creating the most captivating luxury electric vehicles, centered around the human experience. Working at Lucid Motors means having a shared vision to power the future in revolutionary ways. Be part of a once-in-a-lifetime opportunity to transform the automotive industry.

The Sr Data Scientist at Lucid is setting data science foundation for our fast growing data team, to enable the company tackling challenges which are haven’t seen before. Data generated by electric vehicles is a rich and diverse and driving insight from them is a very exciting and challenging task. This opportunity involves defining the path to discover trends, patterns and hidden insights from these data while collaborating with the most brilliant talents in the automotive industry.",4.0,Lucid Motors,"Newark, CA","1001 to 5000 Employees
Founded
2007",2007,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable
Senior Data Scientist,$45K - $84K (Glassdoor est.),"Yumi Headquarters, Remote

About Yumi

Based in Los Angeles, Yumi is a nutrition brand transforming the way parents approach mealtime with healthier meals and content tailored to your baby and delivered direct to your door.

A passionate team of parents, nutritionists, engineers and people who are simply committed to a healthier future, we were appalled by the glut of highly processed, nutrient poor options at the grocery store. We believe families deserve better options especially for the first 1,000 days -- a period recognized by the scientific community as the most important period in a human's life for nutrition and development. Through nutrition and content rooted in science, we want to help parents connect the dots between food and development and raise the standards of the entire market for childhood nutrition. We're well-funded, rapidly-growing and sparking a national movement that's transforming a $48 billion industry.

If you're stoked by our mission and have an entrepreneurial-go-get-em-fire, we'd love to add you to the fam. Let's raise a healthier generation together!

We're looking for data scientists to join the team who are excited about applying their analytical skills to improve our baby food and influence decision making. If you are naturally data curious, excited about deriving insights from data, and motivated by creating healthier, happier future generations, we want to hear from you.

You can read more about our recent press here: NY Times, INC, CNN, CNBC, Forbes, and Mashable.

Yumi provides equal employment opportunities (EEO) in all our employment practices to all employees and applicants for employment without regard to race, color, religion, national origin, gender, age, sexual orientation, gender identity/gender expression, disability, genetic information, marital status, military status, or any other category protected by federal, state, or local laws. This includes prohibiting unlawful discrimination against those associated with or perceived to belong to a protected class, whether or not an employee actually falls into such class. Yumi's EEO practices are upheld in every location that it operates and in all aspects of the employment relationship, including hiring, recruiting, placement, transfer, promotion, compensation, discipline, termination, layoff, recall, training, and leaves of absence.",-1,Yumi,California,Unknown,-1,-1,-1,-1,Unknown / Non-Applicable
Data Scientist,$45K - $84K (Glassdoor est.),"Anduril is a defense technology company, bringing Silicon Valley talent and funding to the defense sector. Our technology helps our customers solve their toughest challenges by enabling them to make better, more informed decisions in life-and-death situations. We’ve assembled a diverse team of experts in artificial intelligence, computer vision, sensor fusion, optics, and data analysis that are creating software and hardware solutions to radically evolve the capabilities of the United States and our allies. If you are passionate about solving problems that have real impact, come join Anduril and build the future of defense.

What You’ll Do
As a Data Scientist, you will be focused on anomaly detection for our fleet of deployed perception systems to aid discovery and proactive mitigation from long tail data challenges. Your work will vary from data mining, to designing highly performant and reliable solutions, and it will directly serve how Anduril operates and measures itself.",3.5,ANDURIL INDUSTRIES,"Irvine, CA",51 to 200 Employees,-1,-1,-1,-1,Unknown / Non-Applicable
Public Health Data Scientist,$45K - $84K (Glassdoor est.),"Healthcare Staffing Professionals has an immediate need for a Data Scientist. The Data Scientist will assist with COVID-19 administrative efforts and be a part of the core epidemiological team that implements the surveillance system and COVID-19 vaccine response in the County. The Data Scientist will work in a highly dynamic environment and manage numerous data flows and data tasks that necessitate proficiency in SAS, SQL, R, and Python and familiarity with Extract, Transform, Load (ETL) and pipeline automation.
The Data Scientist will report directly to the Supervising Epidemiologist for professional oversight and direction.
The positions will start immediately upon acceptance and employment clearance and are initially funded through 11/30/21 with potential renewal.
Pay Rate-",3.9,"Healthcare Staffing Professionals, Inc.","Los Angeles, CA","1 to 50 Employees
Founded
2006",2006,Company - Public,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD)
"Senior Data Scientist, NLP",$45K - $84K (Glassdoor est.),"We are looking for a skilled and motivated data scientist with a focus on Natural Language Processing to join the Data Science team. This team embeds artificial intelligence and machine learning into our product portfolio and business to create coaching solutions and personalized experiences to help our users achieve success on their fitness journeys. We encourage creative solutions and strive to maintain rigorous scientific and engineering standards.
What you'll be doing:
Be a primary contributor to the design and implementation of our core NLP-powered products.In collaboration with our data scientists and senior engineers, you'll be introducing novel NLP-powered experiences, and driving innovation throughout the product using techniques such as Text Classification, Named Entity Recognition, Relation Extraction, and Attention-based models",4.7,MyFitnessPal,"San Francisco, CA","51 to 200 Employees
Founded
2005",2005,Company - Private,Internet,Information Technology,$1 to $5 million (USD)
Commercial Data Scientist,$45K - $84K (Glassdoor est.),"Career Category
Sales & Marketing Operations
Job Description
HOW MIGHT YOU DEFY IMAGINATION?
You’ve earned your degree. How will you use that achievement to reach your goals? Do more with the knowledge you’ve worked hard to acquire and the passion you already have. At Amgen, our shared mission—to serve patients—drives all that we do. It is key to our becoming one of the world’s leading biotechnology companies, reaching over 10 million patients worldwide. Become the professional you are meant to be in this meaningful role.
.",4.0,Amgen,"Thousand Oaks, CA","10000+ Employees
Founded
1980",1980,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Commercial Data Scientist,$45K - $84K (Glassdoor est.),"Career Category
Sales & Marketing Operations
Job Description
HOW MIGHT YOU DEFY IMAGINATION?
You’ve earned your degree. How will you use that achievement to reach your goals? Do more with the knowledge you’ve worked hard to acquire and the passion you already have. At Amgen, our shared mission—to serve patients—drives all that we do. It is key to our becoming one of the world’s leading biotechnology companies, reaching over 10 million patients worldwide. Become the professional you are meant to be in this meaningful role.
.",4.0,Amgen,"Thousand Oaks, CA","10000+ Employees
Founded
1980",1980,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
"Data Scientist, Quality Information & Analytics",$45K - $84K (Glassdoor est.),"Leading the future of luxury mobility

Lucid’s mission is to inspire the adoption of sustainable energy by creating the most captivating luxury electric vehicles, centered around the human experience. Working at Lucid Motors means having a shared vision to power the future in revolutionary ways. Be part of a once-in-a-lifetime opportunity to transform the automotive industry.

Your role is critical in the development of company-wide Quality metrics, coordination of core business data and implementation of a company Quality system. You will act as a liaison across functional areas such as Supply Chain, Manufacturing and Engineering. To be successful in this role, you will need to establish strong partnerships and have a hands-on approach to analyzing data and business processes from the ground up. As a result, you will gain a comprehensive understanding of the EV manufacturing processes and enterprise management systems.",-1,Lucid Motors,"Newark, CA",-1,-1,-1,-1,-1,-1
Senior Data Scientist,$45K - $84K (Glassdoor est.),"Digital Health Technology team powers digital experiences and engagement to enhance the lives of millions of people every day through connected care. We build, deliver and manage a portfolio of data management platforms and mobile offerings in support of our core businesses. We thrive on simple and elegant architecture and agility. You’ll be immersed in a dynamic high-growth environment and empowered to excel, take informed risks, and drive ingenuity across the enterprise.
Let’s talk about the team and you:
The Data Science and AI/ML team collaborates across the organization to identify, develop and deliver Artificial Intelligence (AI) and Machine Learning (ML) powered software solutions that improve patient outcomes, delight our partners and customers, and improve the way we do business in an “AI First” fashion. On any given day, the team could be working on building sophisticated models to delivering personalized recommendations to patients to improve their sleep, identify optimal equipment and settings using our unparalleled store of billion+ nights of sleep data, proactively identify other health risk factors, or help optimize complex, global supply chain operations.",4.0,ResMed,"San Diego, CA","5001 to 10000 Employees
Founded
1989",1989,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
"Data Scientist, Customer Intelligence - Opportunity for Working Remotely Los Angeles, CA",$45K - $84K (Glassdoor est.),"Job Description
At VMware, we are preparing for the transformation of VMware to an even more customer-centric, cloud-ready company, which has resulted in a newly created and unified Customer Experience and Success Team. This has been as a result of many months of talking to our customers, as well as studying best practices in the software industry. This new organization will help to take VMware to the next level of customer satisfaction and success. This newly formed group has brought together various key functions and roles that are crucial to our customer experience. This includes Customer Success, Global Services, Technical Support, Premier Support, Technical Account Management and Professional Services.
Our goal is to create an integrated and agile team that can deliver a best-in-class customer experience at scale, across our five solution areas. We lead with putting the customer at the center of everything we do. This new organization will be better positioned to transition to proactively and prescriptively guide our customers to value realization outcomes. We will do so through designed and reconciled winning customer experiences. Our team will lead the way servicing our customers programmatically and help scale customer success to do the same. Furthermore, we expect this team and with laser-focus commitment to our customers to help accelerate VMware’s evolution to a software-as-a-service company and significantly raise VMware’s Net Promoter Score (NPS).








VMware Company Overview: At VMware, we believe that software has the power to unlock new opportunities for people and our planet. We look beyond the barriers of compromise to engineer new ways to make technologies work together seamlessly. Our cloud, mobility, and security software form a flexible, consistent digital foundation for securely delivering the apps, services and experiences that are transforming business innovation around the globe. At the core of what we do are our people who deeply value execution, passion, integrity, customers, and community. Shape what’s possible today at http://careers.vmware.com.

Equal Employment Opportunity Statement: VMware is an Equal Opportunity Employer and Prohibits Discrimination and Harassment of Any Kind: VMware is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at VMware are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. VMware will not tolerate discrimination or harassment based on any of these characteristics. VMware encourages applicants of all ages. Vmware will provide reasonable accommodation to employees who have protected disabilities consistent with local law.",4.3,VMware,"Los Angeles, CA","10000+ Employees
Founded
1998",1998,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
Data Scientist - Instagram Stories,$45K - $84K (Glassdoor est.),"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.Stories is at the heart of Instagram and continues to be a main reason people love our app. People use Stories to share their day, connect with their friends, and interact with content they love. Our job on the Stories team is to ensure an exceptional product experience that supports the ability to connect while maintaining a spirit of kindness. Data Science is crucial in ensuring we do this well and so we are looking for an experienced Data Scientist to support the whole Stories Ecosystem. We are looking for an individual contributor who can work across the different areas within Stories and jump into any problem and drive clarity and cohesion. This person will be tackling highly ambiguous problems and taking on projects that are cross-functional and strategic, by nature.
(Colorado only*) Minimum salary of $167,000/year + bonus + equity + benefits *Note: Disclosure as required by sb19-085(8-5-20)",4.3,Facebook,"San Francisco, CA","10000+ Employees
Founded
2004",2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD)
Senior Data Scientist: Audit and Analytics,$45K - $84K (Glassdoor est.),"Do what you love. Love what you do.

At Workday, we help the world’s largest organizations adapt to what’s next by bringing finance, HR, and planning into a single enterprise cloud. We work hard, and we’re serious about what we do. But we like to have fun, too. We put people first, celebrate diversity, drive innovation, and do good in the communities where we live and work.
Job Description
Workday, Inc., a leader in enterprise cloud applications for finance and human resources, is seeking to fill an exciting data science role on the internal audit team. The Senior Data Scientist will report to the Director of Analytics and build machine learning models to support the execution of audit activities with an emphasis on identifying anomalies, risks, and gaps in business processes. The bulk of the work will be in building machine learning (ML) models, data exploration, data annotation, and model operationalization. Additionally, this role will also be involved in auditing algorithm development with a focus on trust, reliability, accuracy, and fairness of model results. The Senior Data Scientist will be a key interface between Internal Audit, Business, and Workday Product Teams.",4.3,Workday,"Pleasanton, CA","10000+ Employees
Founded
2005",2005,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD)
Senior Data Scientist,$45K - $84K (Glassdoor est.),"Position Summary...
What you'll do...
Walmart Labs Core Services: Retail and Emerging Tech team is looking for versatile Senior Data Scientist to focus on building complex, cutting edge, and scalable algorithms for our merchandising organization. We are shaping the future of retail and are ready to work closely with merchants to solve their problems!
Data Strategy: Understands, articulates, and applies principles of the defined strategy to routine business problems that involve a single function.
Data Source Identification: Supports the understanding of the priority order of requirements and service level agreements. Helps identify the most suitable source for data that is fit for purpose. Performs initial data quality checks on extracted data.




Option 1- Bachelor’s degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology, or related field and 3
years' experience in an analytics related field. Option 2- Master’s degree in Statistics, Economics, Analytics, Mathematics, Computer Science,
Information Technology, or related field and 1 years' experience in an analytics related field. Option 3 - 5 years' experience in an analytics or
related field.
Data science, machine learning, optimization models, Master’s degree in Machine Learning, Computer Science, Information Technology, Operations Research, Statistics, Applied Mathematics, Econometrics, Successful completion of one or more assessments in Python, Spark, Scala, or R, Using open source frameworks (for example, scikit learn, tensorflow, torch)
860 W CALIFORNIA AVENUE, SUNNYVALE, CA 94086-0000, United States of America",3.3,Walmart,"Sunnyvale, CA","10000+ Employees
Founded
1994",1994,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD)
Senior Data Scientist,$45K - $84K (Glassdoor est.),"AXS connects fans with the artists and teams they love. Each year we sell millions of tickets to thousands of incredible events – from concerts and festivals to sports and theater – at some of the most iconic venues in the world. Since our founding in 2011, we've consistently pushed the industry forward and improved experiences for fans, making it easier than ever to discover events, find the perfect seats, and enjoy unforgettable live entertainment, and we continue to lead the evolution of our industry today.
We're passionate about improving the fan experience and providing game-changing solutions for our clients, and we're always looking for smart, motivated people to help make it happen. Bring your enthusiasm, your big ideas, and your desire to team up with some of the best and brightest in technology and entertainment. Together we keep the world cheering.
The Role",3.8,AXS Group,"Los Angeles, CA","201 to 500 Employees
Founded
2011",2011,Company - Private,Ticket Sales,"Arts, Entertainment & Recreation",$50 to $100 million (USD)
Senior Data Scientist,$45K - $84K (Glassdoor est.),"TeleSign connects and protects online experiences with sophisticated customer identity and engagement solutions. Through APIs that deliver user verification, data insights, and communications we solve today's unique customer challenges by bridging your business to the complex world of global telecommunications. In business for more than a decade, profitable and located in the heart of Silicon Beach with panoramic views of the ocean and Hollywood sign, there is no better place to evolve and grow your career.
What You will Do:
The Data Science team at Telesign is responsible for both practical and R&D efforts. You will work closely with other data scientists, the product team, and engineering, to ensure a seamless delivery of ML products applied to complex and very large datasets. You will get an amazing opportunity to work on cutting edge data science platforms built on serverless AWS streaming architecture.",4.1,TeleSign,"Los Angeles, CA","201 to 500 Employees
Founded
2005",2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD)
Sr. Data Scientist,$45K - $84K (Glassdoor est.),"Senior Data Engineer - 100% Remote @ Well-Established, Geo-Location Analytics SaaS Startup!

This Jobot Job is hosted by: Paul Madden
Are you a fit? Easy Apply now by clicking the ""Apply Now"" button and sending us your resume.
Salary: $160,000 - $210,000 per year

A bit about us:

Based in San Francisco, we are a leading analytics company that measures the way media influences people to visit places online, in real-time. We are working with massive amounts of data...a few BILLION DATA POINTS A DAY!!!!

We are now looking for a Data Scientist to help us enhance our next generation online analytics platform. The right individual should have 3+ years of professional Data Scientist experience with strong data analysis and virtualization experience. This individual should be well-versed or highly comfortable with Software Development utilizing Python and SQL. This is a great opportunity to get in on the ground floor as we continue to grow and work side by side with our CTO.






Is your background a fit? Apply if you meet this criteria:


Nice to Have Skills, but Not Required:



Interested in hearing more? Easy Apply now by clicking the ""Apply Now"" button.",4.8,Jobot,"San Jose, CA","51 to 200 Employees
Founded
2018",2018,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
"Data Scientist, Customer Operations",$45K - $84K (Glassdoor est.),"Snap Inc. is a camera company. We believe that reinventing the camera represents our greatest opportunity to improve the way people live and communicate. Our products empower people to express themselves, live in the moment, learn about the world, and have fun together.
Snapchat is a camera and messaging app that connects people to their friends and the world. Every day around the globe, millions of people use Snapchat to communicate with friends, build relationships, play, and learn. No matter where you are or how you express yourself, it’s always the fastest way to share a moment!
We’re looking for a Data Scientist to join Snap Inc! As a member of the Customer Operations team, you will help scale and innovate on the support experience for our customers through creating inventive, data-based approaches to solving difficult business problems. Working from our Los Angeles, CA headquarters, you’ll work to transform business questions into data analysis.",4.1,Snapchat,"Los Angeles, CA","1001 to 5000 Employees
Founded
2011",2011,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
Senior Data Scientist,$45K - $84K (Glassdoor est.),"Title: Senior Data Scientist
Reports To: Senior Vice President, Immuno-Oncology
Location: Redwood City, California
Classification: Exempt

Overview:
The Senior Data Scientist will work in a highly embedded and highly collaborative model with colleagues across the organization. This person will work closely with translational and biology research scientists in the development of novel therapeutics and biomarkers in the immuno-oncology area. Candidates will be expected to work effectively on highly technical interdisciplinary teams and be driven to pursue creative solutions to challenging problems. The successful applicant will be expected to take the lead in providing Data Scientist expertise to cross functional project teams working on drug discovery and biomarker development. Position title would be commensurate with years of relevant experience.",4.5,Coherus BioSciences,"Redwood City, CA","201 to 500 Employees
Founded
2010",2010,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD)
Senior Data Scientist/Statistician,$45K - $84K (Glassdoor est.),"Join a team that is changing millions of lives.


Transforming smiles, changing lives

At Align Technology, we believe a great smile can transform a person’s life, so we create technology that gives people the confidence to take on whatever’s next. We revolutionized the orthodontic industry with the introduction of the Invisalign system, and we have never lost sight of that spirit of innovation. Our diverse and collaborative teams are constantly pushing the boundaries of what’s possible.

Ready to join us?

About this opportunity",4.4,AlignTech,"San Jose, CA","10000+ Employees
Founded
1997",1997,Company - Public,Health Care Products Manufacturing,Manufacturing,$1 to $2 billion (USD)
Senior Data Scientist,$45K - $84K (Glassdoor est.),"This Jobot Job is hosted by: Matthew Wade
Are you a fit? Easy Apply now by clicking the ""Apply Now"" button and sending us your resume.
Salary: $275,000 - $350,000 per year

A bit about us:

We're an innovation hub within the Recruit Group, conducting top-notch research and building technologies in Mountain View and Tokyo. We are making impacts through the Recruit Group's worldwide services and products by collaborating with its subsidiaries such as Indeed and Glassdoor. Our mission is to empower people with better information to make their best decision. The areas we focus are Data Management, Data Integration, Machine Learning, Natural Language Processing, and Human-Computer Interaction.

Founded in 1960, the Recruit Group started as a business focused on recruitment advertising that targeted university students. While expanding over time into other human resources-related services, Recruit also branched into promotional areas supporting life events and lifestyles, evolving into an enterprise that revolves under three strategic business units: Global Online HR, Media & Solutions, and Global Staffing.

Recruit, with over 352 subsidiaries and over 45,000 employees, today generates over $21B in global sales. Recruit has a market capitalization of $50B and is among the top 20 companies in Japan. Within Japan, Recruit is known as the best company for grooming future business leaders.

Recruits AI vision is a future where peoples needs and desires are satisfied with immediate access to the most useful services and information. This will be fulfilled using the power of large-scale data, advanced human interfaces, and advanced computing research and technology.



As a Senior Software Engineer, you will be leading productization of cutting-edge work on NLP from our research team and play a key role in tech transfer to our subsidiaries for production deployment. Your role will require you to work closely with research and engineering teams and bridge the gap in transforming research into deliverables, starting from reading academic research papers, to delivering designing, architecting, and building service-oriented systems. Additionally, you will be interfacing with product managers to work towards the adoption of solutions, identifying and meeting technical and other requirements.



Serve as a liaison between research and engineering teams and product managers
Lead technical aspects of project, mentor junior engineers for professional development
Transform needs and requirement into technical specifications and solutions
Design software architectures and lead development of solutions
Keep track of new developments in research and engineering in NLP and related fields
Utilize and develop state-of-the-art algorithms and models for NLP/ML, perform analysis to
improve models, and clean and validate data for uniformity and accuracy
Lead agile development of solutions in dynamic research and engineering teams
Communicate effectively with cross-functional teams and management ensure delivery
Actively help build an open, transparent, and collaborative engineering culture

Qualifications:
Degree in Computer Science or related discipline or equivalent practical experience.
Ability to design software systems utilizing microservices architectures, container orchestration,
and cloud-computing
Ability to apply engineering best practices to make architectural and design decisions that have
been made in terms of functionalities, user-experience, performance, reliability, and scalability
Demonstrated experience of production quality software development in Python, Java, and/or C
or C++,
Demonstrated problem solving, interpersonal, and time management skills to handle complex
situations effectively
Strong communication skills, and the ability to work as a team lead with high EQ
Self-motivated decision maker, frequently taking initiative to improve code the base and share
best practices

Interested in hearing more? Easy Apply now by clicking the ""Apply Now"" button.",4.8,Jobot,"Mountain View, CA","51 to 200 Employees
Founded
2018",2018,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
Senior Data Scientist/Statistician,$141K - $223K (Glassdoor est.),"Join a team that is changing millions of lives.


Transforming smiles, changing lives

At Align Technology, we believe a great smile can transform a person’s life, so we create technology that gives people the confidence to take on whatever’s next. We revolutionized the orthodontic industry with the introduction of the Invisalign system, and we have never lost sight of that spirit of innovation. Our diverse and collaborative teams are constantly pushing the boundaries of what’s possible.

Ready to join us?

About this opportunity",4.4,AlignTech,"San Jose, CA","10000+ Employees
Founded
1997",1997,Company - Public,Health Care Products Manufacturing,Manufacturing,$1 to $2 billion (USD)
Senior Data Scientist,$141K - $223K (Glassdoor est.),"This Jobot Job is hosted by: Matthew Wade
Are you a fit? Easy Apply now by clicking the ""Apply Now"" button and sending us your resume.
Salary: $275,000 - $350,000 per year

A bit about us:

We're an innovation hub within the Recruit Group, conducting top-notch research and building technologies in Mountain View and Tokyo. We are making impacts through the Recruit Group's worldwide services and products by collaborating with its subsidiaries such as Indeed and Glassdoor. Our mission is to empower people with better information to make their best decision. The areas we focus are Data Management, Data Integration, Machine Learning, Natural Language Processing, and Human-Computer Interaction.

Founded in 1960, the Recruit Group started as a business focused on recruitment advertising that targeted university students. While expanding over time into other human resources-related services, Recruit also branched into promotional areas supporting life events and lifestyles, evolving into an enterprise that revolves under three strategic business units: Global Online HR, Media & Solutions, and Global Staffing.

Recruit, with over 352 subsidiaries and over 45,000 employees, today generates over $21B in global sales. Recruit has a market capitalization of $50B and is among the top 20 companies in Japan. Within Japan, Recruit is known as the best company for grooming future business leaders.

Recruits AI vision is a future where peoples needs and desires are satisfied with immediate access to the most useful services and information. This will be fulfilled using the power of large-scale data, advanced human interfaces, and advanced computing research and technology.



As a Senior Software Engineer, you will be leading productization of cutting-edge work on NLP from our research team and play a key role in tech transfer to our subsidiaries for production deployment. Your role will require you to work closely with research and engineering teams and bridge the gap in transforming research into deliverables, starting from reading academic research papers, to delivering designing, architecting, and building service-oriented systems. Additionally, you will be interfacing with product managers to work towards the adoption of solutions, identifying and meeting technical and other requirements.



Serve as a liaison between research and engineering teams and product managers
Lead technical aspects of project, mentor junior engineers for professional development
Transform needs and requirement into technical specifications and solutions
Design software architectures and lead development of solutions
Keep track of new developments in research and engineering in NLP and related fields
Utilize and develop state-of-the-art algorithms and models for NLP/ML, perform analysis to
improve models, and clean and validate data for uniformity and accuracy
Lead agile development of solutions in dynamic research and engineering teams
Communicate effectively with cross-functional teams and management ensure delivery
Actively help build an open, transparent, and collaborative engineering culture

Qualifications:
Degree in Computer Science or related discipline or equivalent practical experience.
Ability to design software systems utilizing microservices architectures, container orchestration,
and cloud-computing
Ability to apply engineering best practices to make architectural and design decisions that have
been made in terms of functionalities, user-experience, performance, reliability, and scalability
Demonstrated experience of production quality software development in Python, Java, and/or C
or C++,
Demonstrated problem solving, interpersonal, and time management skills to handle complex
situations effectively
Strong communication skills, and the ability to work as a team lead with high EQ
Self-motivated decision maker, frequently taking initiative to improve code the base and share
best practices

Interested in hearing more? Easy Apply now by clicking the ""Apply Now"" button.",4.8,Jobot,"Mountain View, CA","51 to 200 Employees
Founded
2018",2018,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
Senior Data Scientist,$141K - $223K (Glassdoor est.),"Title: Senior Data Scientist
Reports To: Senior Vice President, Immuno-Oncology
: Redwood City, California
Classification: Exempt

Overview:
The Senior Data Scientist will work in a highly embedded and highly collaborative model with colleagues across the organization. This person will work closely with translational and biology research scientists in the development of novel therapeutics and biomarkers in the immuno-oncology area. Candidates will be expected to work effectively on highly technical interdisciplinary teams and be driven to pursue creative solutions to challenging problems. The successful applicant will be expected to take the lead in providing Data Scientist expertise to cross functional project teams working on drug discovery and biomarker development. Position title would be commensurate with years of relevant experience.",4.5,Coherus BioSciences,"Redwood City, CA","201 to 500 Employees
Founded
2010",2010,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD)
"Data Scientist, Product Analytics – Community Messaging",$141K - $223K (Glassdoor est.),"The Community Messaging team has a mission to build the future of real-time, online community building. This is a 0 to 1 project that will enable communities to create a rich real-time presence online and reduce the friction for users to participate in communities. Our product team will span both Messenger and the Facebook Groups experience to create the best community building product available.
Build a long-term vision for the team
Design and implement robust testing frameworks that are cognizant of the impact of network effects
Drive deep understanding of how Communities communicate in real-time, synchronous scenarios as opposed to asynchronous
Drive strategic vision for how data can impact the product development of a new 0 to 1 initiative",4.3,Facebook,"Menlo Park, CA","10000+ Employees
Founded
2004",2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD)
Sr. Data Scientist,$141K - $223K (Glassdoor est.),"Senior Data Scientist @ NinthDecimal.

NinthDecimal (www.ninthdecimal.com) provides location-based intelligence to help advertisers plan, manage, measure, and optimize multi-platform cross-media campaigns to drive customer and revenue growth. As an industry leader in the AdTech & MarTech space, NinthDecimal delivers best-in-class measurement, insights, and analytics by deploying patented big data methodologies on a cutting-edge technology platform.

Our LocationGraph platform processes data on a massive scale, converting tens of billions of signals per day into accurate and actionable insights for our clients. We provide location-based intelligence services for top brands across industry verticals including retail, travel, leisure & entertainment, fast food & casual dining, telecommunications, and automotive.

As a member of the Data Science team, you'll be responsible for developing statistical and machine-learning models that deliver accurate and robust measurement metrics of interest to our advertising clients. You will work closely with other data scientists, data analysts, product & engineering teams, and other business units. This is a great opportunity to work with real world data at scale and to help define and shape the measurement standards in a very dynamic and evolving industry.

]]>",3.6,NinthDecimal,"San Francisco, CA","51 to 200 Employees
Founded
2003",2003,Company - Private,Advertising & Marketing,Business Services,$50 to $100 million (USD)
Data Scientist - Cyber Security (multiple levels),$141K - $223K (Glassdoor est.),"Join a small, highly skilled data science team using state of the art machine learning and data analysis to improve networking security. This position offers the opportunity to apply data science to help rid the world of viruses and malware in a quickly growing, successful startup. We are engaged in solving difficult problems in prediction, optimization, clustering, and anomaly detection.
The data is huge in scale, encompassing measurements from millions of users worldwide at time granularity of seconds. And, your work will improve the security of consumer products that your friends are buying!
Responsibilities
Utilize data science and machine learning techniques to:",5.0,Plume,California,Unknown,-1,-1,-1,-1,Unknown / Non-Applicable
Sr Associate Data Scientist,$141K - $223K (Glassdoor est.),"Career Category
Information Systems
Job Description
HOW MIGHT YOU DEFY IMAGINATION?
If you feel like you’re part of something bigger, it’s because you are. At Amgen, our shared mission—to serve patients—drives all that we do. It is key to our becoming one of the world’s leading biotechnology companies. We are global collaborators who achieve together—researching, manufacturing, and delivering ever-better products that reach over 10 million patients worldwide. It’s time for a career you can be proud of. Join us.
.",4.0,Amgen,"Thousand Oaks, CA","10000+ Employees
Founded
1980",1980,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Scientist - Clinical Data,$141K - $223K (Glassdoor est.),"About Unlearn
Recent progress in artificial intelligence coupled with a growing resource of longitudinal patient data from historical clinical trials and real world sources provides an unprecedented opportunity to transform clinical trials and speed the development of new medicines.

Unlearn is a science-first company that has invented the first machine learning platform for creating Digital Twins of patients in clinical trials — comprehensive simulations that answer “what would likely happen to this patient if he/she were randomized to the control group?”.

Using information from Digital Twins to estimate treatment effects reduces required sample sizes, increase statistical power, and provides patient-level treatment response information.

It’s about increasing confidence in trial results.",5.0,Unlearn.AI,"San Francisco, CA","1 to 50 Employees
Founded
2017",2017,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
